STATEFP10,COUNTYFP10,METRO,BLKGRPCE10,COUNTY_FIPS,TRACTCE10,GEOID10,GEOID10_text,County_ALAND10,frx_land,frx_HH,frx_GasSales,frx_CMV,frx_RR_wtd,frx_Hosp,frx_cropland,frx_undeveloped,frx_med_hi_devel,frx_ag,frx_grass_pasture,frx_forest,frx_IndComm_metro_medhi_devel_outstate,frx_airports,frx_Comm_metro_medhi_devel_outstate,*frx_VKT_w/o_hi_traffic_gasoline,*frx_VKT_w/o_hi_traffic_diesel,frx_SFHHs_in_undeveloped,frx_bldgs_w_boilers,frx_sfh_camp,frx_sfh,Frx_Vehicles,Frx_Boat_Water,Frx_Commercial_Industrial_Institutional_in_METRO / Frx_med_hi_development_outstate,Frx Commercial/Institutional in METRO / Frx med & hi development,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,Frx construction in METRO / Frx med &hi intensity development outstate,Frx_Low_Density_OpenSpace,Frx_Low_Medium_Density_OpenSpace,(unused_don not copy)_\frx_ag_grass_pasture,frx_IndCommGovInst_metro,frx_nonres_constr_metro,frx_residential_LU_metro,frx_Comm_metro,frx_HHs_in_undeveloped,frx_nonroad_Constr_Mining,frx_water (don't use),Frx Constr,Frx_VKT_All,Frx_Low__OpenSpace_Undeveloped
27,085,OUTSTATE,5,27085,950300,270859503004,270859503004,1272903896,0.0008,0.0461,0.0353,0.0000,0.0000,0.5213,0.0000,0.0000,0.0245,0.0000,0.0000,0.0000,0.0265,0.0000,0.0265,0.023,0.013,0.0000,0.0000,0.029988273,0.029988273,0.03718,0.000,0.024505053,0.024505053,0.024505053,0.024505053,0.000895544,0.00928516,0.0000,,0.0000,0.0000,,0.0000,0.0000,0.000,0,0.022685187,0.00038954
27,085,OUTSTATE,5,27085,950300,270859503005,270859503005,1272903896,0.0139,0.0422,0.0556,0.0000,0.0538,0.0000,0.0112,0.0110,0.1064,0.0112,0.0068,0.0087,0.1393,0.0018,0.1393,0.051,0.037,0.0521,0.0370,0.045066175,0.045066175,0.04004,0.005,0.106419309,0.106419309,0.106419309,0.106419309,0.014562,0.0466151,0.0095,,0.0000,0.0000,,0.0507,0.0000,0.005,0,0.050303576,0.012446771
27,085,OUTSTATE,5,27085,950400,270859504001,270859504001,1272903896,0.0009,0.0169,0.0264,0.0000,0.0452,0.0000,0.0000,0.0000,0.0258,0.0000,0.0000,0.0000,0.0321,0.0000,0.0321,0.015,0.009,0.0000,0.0000,0.019433741,0.019433741,0.01261,0.007,0.025843371,0.025843371,0.025843371,0.025843371,0.000972098,0.0104944,0.0000,,0.0000,0.0000,,0.0000,0.0000,0.007,0,0.014608728,0.000481371
27,085,OUTSTATE,5,27085,950400,270859504002,270859504002,1272903896,0.0021,0.0475,0.0000,0.0000,0.0382,0.0000,0.0003,0.0004,0.0536,0.0004,0.0006,0.0005,0.0533,0.0000,0.0533,0.022,0.013,0.0128,0.0000,0.051934997,0.051934997,0.04686,0.018,0.053624994,0.053624994,0.053624994,0.053624994,0.00269963,0.024154,0.0005,,0.0000,0.0000,,0.0121,0.0000,0.018,0,0.021137938,0.001316735
27,085,OUTSTATE,5,27085,950400,270859504003,270859504003,1272903896,0.0033,0.0821,0.0000,0.0000,0.0382,0.0000,0.0007,0.0008,0.0573,0.0007,0.0013,0.0011,0.0719,0.0000,0.0719,0.043,0.026,0.0262,0.0000,0.077902496,0.077902496,0.07589,0.007,0.057270755,0.057270755,0.057270755,0.057270755,0.00402633,0.0365413,0.0014,,0.0000,0.0000,,0.0286,0.0000,0.007,0,0.042258742,0.002460916
27,085,OUTSTATE,5,27085,950400,270859504004,270859504004,1272903896,0.0007,0.0269,0.0555,0.0000,0.0000,0.0000,0.0001,0.0002,0.0130,0.0002,0.0002,0.0002,0.0118,0.0000,0.0118,0.007,0.005,0.0094,0.0000,0.027140224,0.027140224,0.02951,0.000,0.012967834,0.012967834,0.012967834,0.012967834,0.000868099,0.00767629,0.0001,,0.0000,0.0000,,0.0096,0.0000,0.000,0,0.007285343,0.000503588
27,085,OUTSTATE,5,27085,950400,270859504005,270859504005,1272903896,0.0035,0.0289,0.0151,0.0000,0.0139,0.0000,0.0023,0.0023,0.0526,0.0023,0.0016,0.0014,0.0628,0.0000,0.0628,0.034,0.020,0.0204,0.0000,0.021779192,0.021779192,0.02198,0.001,0.052609719,0.052609719,0.052609719,0.052609719,0.00363562,0.0157101,0.0018,,0.0000,0.0000,,0.0280,0.0000,0.001,0,0.03356495,0.002726781
27,085,OUTSTATE,5,27085,950500,270859505001,270859505001,1272903896,0.1223,0.0260,0.0000,0.0000,0.0905,0.0000,0.1274,0.1258,0.0258,0.1272,0.0751,0.0999,0.0090,0.0000,0.0090,0.061,0.082,0.0466,0.0000,0.031077232,0.031077232,0.03265,0.132,0.025751073,0.025751073,0.025751073,0.025751073,0.121525,0.0810743,0.1005,,0.0000,0.0000,,0.0404,0.0000,0.132,0,0.062122426,0.12381231
27,085,OUTSTATE,5,27085,950500,270859505002,270859505002,1272903896,0.0072,0.0220,0.0000,0.0000,0.0744,0.0000,0.0061,0.0066,0.0215,0.0060,0.0053,0.0164,0.0169,0.0000,0.0169,0.017,0.027,0.0313,0.0000,0.023538281,0.023538281,0.02178,0.027,0.021505376,0.021505376,0.021505376,0.021505376,0.00740773,0.0156891,0.0057,,0.0000,0.0000,,0.0303,0.0000,0.027,0,0.017749549,0.006972473
27,085,OUTSTATE,5,27085,950500,270859505003,270859505003,1272903896,0.1639,0.0322,0.0605,0.0000,0.0244,0.0000,0.1742,0.1683,0.0288,0.1740,0.0405,0.0628,0.0203,0.0000,0.0203,0.052,0.047,0.0545,0.0000,0.036354498,0.036354498,0.03755,0.095,0.02875075,0.02875075,0.02875075,0.02875075,0.162787,0.112253,0.1067,,0.0000,0.0000,,0.0500,0.0000,0.095,0,0.052091943,0.166095193
27,085,OUTSTATE,5,27085,950600,270859506001,270859506001,1272903896,0.0042,0.0374,0.0102,0.0000,0.0509,0.0000,0.0028,0.0031,0.0451,0.0029,0.0064,0.0083,0.0363,0.0000,0.0363,0.010,0.007,0.0425,0.0000,0.03869995,0.03869995,0.03902,0.001,0.045087452,0.045087452,0.045087452,0.045087452,0.00448855,0.0156365,0.0048,,0.0000,0.0000,,0.0425,0.0000,0.001,0,0.009475575,0.003525857
27,085,OUTSTATE,5,27085,950600,270859506002,270859506002,1272903896,0.0801,0.0272,0.0000,0.0000,0.0384,0.0000,0.0805,0.0824,0.0100,0.0807,0.1186,0.1157,0.0058,0.0000,0.0058,0.032,0.023,0.0481,0.0000,0.03199866,0.03199866,0.03657,0.023,0.009968157,0.009968157,0.009968157,0.009968157,0.0794997,0.0525984,0.0997,,0.0000,0.0000,,0.0424,0.0000,0.023,0.29194493,0.031654592,0.081208019
27,085,OUTSTATE,5,27085,950600,270859506003,270859506003,1272903896,0.1158,0.0259,0.0102,0.0000,0.1516,0.0000,0.1166,0.1182,0.0334,0.1166,0.1203,0.1451,0.0440,0.0000,0.0440,0.078,0.102,0.0443,0.0000,0.029736974,0.029736974,0.0336,0.038,0.033365638,0.033365638,0.033365638,0.033365638,0.11499,0.0877306,0.1178,,0.0000,0.0000,,0.0400,0.0000,0.038,0,0.07950158,0.117148655
27,085,OUTSTATE,5,27085,950600,270859506004,270859506004,1272903896,0.0629,0.0299,0.0404,0.0000,0.0246,0.0000,0.0634,0.0641,0.0233,0.0633,0.0721,0.0787,0.0176,0.2685,0.0176,0.056,0.068,0.0501,0.9259,0.033673982,0.033673982,0.0335,0.006,0.023259034,0.023259034,0.023259034,0.023259034,0.0624974,0.0479926,0.0675,,0.0000,0.0000,,0.0462,0.0000,0.006,0.116253981,0.056994209,0.063486162
27,085,OUTSTATE,5,27085,950700,270859507001,270859507001,1272903896,0.0047,0.0466,0.0000,0.0000,0.0000,0.4666,0.0040,0.0039,0.0317,0.0040,0.0015,0.0014,0.0335,0.0000,0.0335,0.017,0.020,0.0378,0.0000,0.031579829,0.031579829,0.03943,0.000,0.031704278,0.031704278,0.031704278,0.031704278,0.00508004,0.0155313,0.0028,,0.0000,0.0000,,0.0578,0.0000,0.000,0,0.017256598,0.004313084
27,085,OUTSTATE,5,27085,950700,270859507002,270859507002,1272903896,0.0024,0.0350,0.0284,0.0000,0.0158,0.0000,0.0015,0.0014,0.0336,0.0015,0.0021,0.0005,0.0374,0.0000,0.0374,0.009,0.008,0.0317,0.0000,0.036689563,0.036689563,0.02726,0.000,0.033642531,0.033642531,0.033642531,0.033642531,0.00273357,0.0143431,0.0018,,0.0000,0.0000,,0.0314,0.0000,0.000,0,0.009272395,0.001904007
27,085,OUTSTATE,5,27085,950700,270859507003,270859507003,1272903896,0.0044,0.0247,0.2902,0.0000,0.0316,0.0122,0.0036,0.0037,0.0326,0.0036,0.0027,0.0047,0.0347,0.0000,0.0347,0.024,0.022,0.0351,0.0000,0.028983079,0.028983079,0.02614,0.001,0.032581107,0.032581107,0.032581107,0.032581107,0.00457161,0.0122295,0.0035,,0.0000,0.0000,,0.0310,0.0000,0.001,0,0.023570034,0.003987233
27,085,OUTSTATE,5,27085,950700,270859507004,270859507004,1272903896,0.0084,0.0489,0.0620,0.0000,0.0563,0.0000,0.0060,0.0062,0.0617,0.0060,0.0071,0.0108,0.0779,0.0000,0.0779,0.047,0.044,0.0478,0.0000,0.044144748,0.044144748,0.046,0.000,0.061701048,0.061701048,0.061701048,0.061701048,0.00888033,0.0348588,0.0064,,0.0000,0.0000,,0.0549,0.0000,0.000,0,0.047051507,0.007530123
27,087,OUTSTATE,7,27087,940100,270879401001,270879401001,1444896195,0.1059,0.1419,0.7250,0.0000,0.1984,0.0000,0.1743,0.1042,0.1986,0.1701,0.0708,0.0027,0.1805,0.0000,0.1805,0.253,0.285,0.1622,0.0000,0.13712168,0.13712168,0.14034,0.018,0.198624248,0.198624248,0.198624248,0.198624248,0.105969,0.145429,0.1201,,0.0000,0.0000,,0.1707,0.0000,0.018,0,0.25613968,0.105834765
27,087,OUTSTATE,7,27087,940100,270879401002,270879401002,1444896195,0.2752,0.1439,0.1997,0.0000,0.2090,0.0000,0.4449,0.2739,0.0860,0.4320,0.1329,0.0307,0.0864,0.0000,0.0864,0.275,0.275,0.1892,0.0000,0.158122298,0.158122298,0.16038,0.131,0.085984523,0.085984523,0.085984523,0.085984523,0.275102,0.307495,0.2821,,0.0000,0.0000,,0.1751,0.0000,0.131,0,0.275058662,0.275394244
27,087,OUTSTATE,7,27087,940100,270879401003,270879401003,1444896195,0.0037,0.3180,0.0250,0.0000,0.4193,1.0000,0.0024,0.0016,0.6500,0.0024,0.0020,0.0002,0.6777,0.2340,0.6777,0.073,0.068,0.1511,0.5000,0.294626313,0.294626313,0.26116,0.002,0.650042992,0.650042992,0.650042992,0.650042992,0.00416715,0.0520163,0.0023,,0.0000,0.0000,,0.1657,0.0000,0.002,0,0.072569159,0.00316495
27,087,OUTSTATE,7,27087,940300,270879403001,270879403001,1444896195,0.3408,0.2091,0.0000,0.0000,0.0000,0.0000,0.2927,0.3427,0.0576,0.2978,0.4756,0.4121,0.0498,0.7660,0.0498,0.279,0.268,0.2419,0.0000,0.200123533,0.200123533,0.23416,0.445,0.05760963,0.05760963,0.05760963,0.05760963,0.340625,0.298685,0.3870,,0.0000,0.0000,,0.2570,0.0000,0.445,0,0.277924424,0.341063926
27,087,OUTSTATE,7,27087,940300,270879403002,270879403002,1444896195,0.2743,0.1871,0.0503,0.0000,0.1733,0.0000,0.0855,0.2777,0.0077,0.0977,0.3187,0.5542,0.0055,0.0000,0.0055,0.120,0.104,0.2556,0.5000,0.210006177,0.210006177,0.20396,0.403,0.007738607,0.007738607,0.007738607,0.007738607,0.274137,0.196376,0.2085,,0.0000,0.0000,,0.2315,0.0000,0.403,0,0.118308075,0.274542114
27,089,OUTSTATE,9,27089,080100,270890801001,270890801001,4597404993,0.1130,0.0927,0.2134,0.0000,0.0000,0.0000,0.1095,0.1128,0.0763,0.1104,0.2817,0.1345,0.1530,0.0104,0.1530,0.088,0.097,0.0854,0.0588,0.082887701,0.082887701,0.09679,0.007,0.076289554,0.076289554,0.076289554,0.076289554,0.112933,0.116597,0.1968,,0.0000,0.0000,,0.0958,0.0000,0.007,0,0.088604267,0.11297407
27,089,OUTSTATE,9,27089,080100,270890801002,270890801002,4597404993,0.1078,0.0741,0.0000,0.0000,0.1641,0.0000,0.1088,0.1082,0.0559,0.1087,0.2621,0.1028,0.0357,0.0000,0.0357,0.145,0.073,0.0806,0.0588,0.077837195,0.077837195,0.08469,0.024,0.055916775,0.055916775,0.055916775,0.055916775,0.107789,0.101515,0.1859,,0.0000,0.0000,,0.0770,0.0000,0.024,0,0.138484521,0.107840494
27,089,OUTSTATE,9,27089,080100,270890801003,270890801003,4597404993,0.1181,0.0903,0.0914,0.0000,0.0474,0.0000,0.0972,0.1180,0.1201,0.0974,0.1891,0.3247,0.0171,0.0031,0.0171,0.099,0.105,0.0932,0.0000,0.090314914,0.090314914,0.09118,0.649,0.120069354,0.120069354,0.120069354,0.120069354,0.118084,0.11953,0.1438,,0.0000,0.0000,,0.0934,0.0000,0.649,0,0.099789089,0.118072968
27,089,OUTSTATE,9,27089,080200,270890802001,270890802001,4597404993,0.0576,0.1012,0.0245,0.0000,0.1905,0.0000,0.0551,0.0574,0.0455,0.0551,0.0645,0.0806,0.0388,0.0000,0.0388,0.081,0.064,0.0935,0.0000,0.090909091,0.090909091,0.09789,0.002,0.045513654,0.045513654,0.045513654,0.045513654,0.057638,0.0623016,0.0595,,0.0000,0.0000,,0.1043,0.0000,0.002,0,0.079060018,0.057650765
27,089,OUTSTATE,9,27089,080200,270890802002,270890802002,4597404993,0.1025,0.0609,0.0000,0.0000,0.1281,0.0000,0.0919,0.1029,0.0182,0.0920,0.0857,0.2120,0.0062,0.0000,0.0062,0.068,0.076,0.0696,0.0000,0.067142008,0.067142008,0.06852,0.045,0.018205462,0.018205462,0.018205462,0.018205462,0.102473,0.0960519,0.0882,,0.0000,0.0000,,0.0632,0.0000,0.045,0,0.069146942,0.102554993
27,089,OUTSTATE,9,27089,080200,270890802003,270890802003,4597404993,0.1041,0.0715,0.0000,0.0000,0.1704,0.0000,0.1048,0.1045,0.0485,0.1049,0.0980,0.1013,0.0109,0.0000,0.0109,0.100,0.099,0.0792,0.0000,0.076351753,0.076351753,0.0848,0.017,0.048547898,0.048547898,0.048547898,0.048547898,0.104073,0.0960519,0.1010,,0.0000,0.0000,,0.0743,0.0000,0.017,0,0.099639244,0.104122832
27,089,OUTSTATE,9,27089,080300,270890803001,270890803001,4597404993,0.2485,0.0860,0.0000,0.0000,0.0592,0.0000,0.2726,0.2496,0.2553,0.2720,0.0069,0.0262,0.2469,0.4400,0.2469,0.164,0.196,0.0977,0.0000,0.094177065,0.094177065,0.08656,0.233,0.255309926,0.255309926,0.255309926,0.255309926,0.24856,0.229958,0.1391,,0.0000,0.0000,,0.0894,0.0000,0.233,0,0.166964691,0.248544747
27,089,OUTSTATE,9,27089,080300,270890803002,270890803002,4597404993,0.0240,0.0647,0.1677,0.0000,0.0474,0.0000,0.0258,0.0236,0.0655,0.0257,0.0033,0.0025,0.0994,0.0000,0.0994,0.044,0.038,0.0631,0.0000,0.062091503,0.062091503,0.05345,0.002,0.065452969,0.065452969,0.065452969,0.065452969,0.0240095,0.0309742,0.0144,,0.0000,0.0000,,0.0659,0.0000,0.002,0,0.043427269,0.023966756
27,089,OUTSTATE,9,27089,080300,270890803003,270890803003,4597404993,0.0028,0.0780,0.0152,0.0000,0.0271,0.0000,0.0025,0.0023,0.0876,0.0025,0.0000,0.0005,0.1398,0.0000,0.1398,0.017,0.025,0.0691,0.0000,0.079916815,0.079916815,0.08249,0.004,0.087559601,0.087559601,0.087559601,0.087559601,0.00282314,0.0107867,0.0013,,0.0000,0.0000,,0.0677,0.0000,0.004,0,0.017904162,0.00274478
27,089,OUTSTATE,9,27089,080400,270890804001,270890804001,4597404993,0.0603,0.1186,0.0000,0.0000,0.0218,0.0000,0.0657,0.0606,0.0377,0.0655,0.0075,0.0110,0.0621,0.5465,0.0621,0.075,0.079,0.1244,0.0588,0.120023767,0.120023767,0.1057,0.007,0.037711313,0.037711313,0.037711313,0.037711313,0.0603129,0.0562042,0.0364,,0.0000,0.0000,,0.1232,0.0000,0.007,0,0.075407877,0.060340107
27,089,OUTSTATE,9,27089,080400,270890804002,270890804002,4597404993,0.0583,0.0647,0.0152,0.0000,0.0609,0.0000,0.0634,0.0579,0.0798,0.0633,0.0012,0.0039,0.0536,0.0000,0.0536,0.089,0.111,0.0746,0.0000,0.07278669,0.07278669,0.07215,0.004,0.079757261,0.079757261,0.079757261,0.079757261,0.0582998,0.0659225,0.0322,,0.0000,0.0000,,0.0665,0.0000,0.004,0,0.091409717,0.058270729
27,089,OUTSTATE,9,27089,080400,270890804003,270890804003,4597404993,0.0030,0.0973,0.4725,0.0000,0.0831,1.0000,0.0026,0.0023,0.1097,0.0026,0.0000,0.0001,0.1366,0.0000,0.1366,0.029,0.037,0.0695,0.8235,0.085561497,0.085561497,0.07578,0.005,0.109666233,0.109666233,0.109666233,0.109666233,0.00300484,0.0141081,0.0013,,0.0000,0.0000,,0.0793,0.0000,0.005,0,0.030162203,0.002916757
27,091,OUTSTATE,1,27091,790100,270917901001,270917901001,1844971122,0.2491,0.0546,0.0468,0.0000,0.1204,0.0000,0.2572,0.2531,0.0730,0.2542,0.1315,0.1527,0.0499,0.0026,0.0499,0.099,0.133,0.0984,0.0000,0.063821138,0.063821138,0.07271,0.134,0.072976961,0.072976961,0.072976961,0.072976961,0.248723,0.202142,0.1926,,0.0000,0.0000,,0.0836,0.0000,0.134,0,0.100974079,0.249874985
27,091,OUTSTATE,1,27091,790100,270917901002,270917901002,1844971122,0.0056,0.0355,0.0000,0.0000,0.0664,0.0000,0.0051,0.0050,0.0182,0.0050,0.0002,0.0077,0.0188,0.0000,0.0188,0.013,0.019,0.0499,0.0000,0.036314363,0.036314363,0.03639,0.001,0.018159119,0.018159119,0.018159119,0.018159119,0.005606,0.0118966,0.0026,,0.0000,0.0000,,0.0485,0.0000,0.001,0,0.013140535,0.005510298
27,091,OUTSTATE,1,27091,790100,270917901003,270917901003,1844971122,0.0060,0.0566,0.0312,0.0000,0.0000,0.0000,0.0052,0.0051,0.0443,0.0052,0.0044,0.0025,0.0530,0.0000,0.0530,0.019,0.031,0.0790,0.0000,0.061111111,0.061111111,0.05794,0.000,0.044262853,0.044262853,0.044262853,0.044262853,0.00612474,0.0165652,0.0049,,0.0000,0.0000,,0.0727,0.0000,0.000,0,0.019538085,0.005850258
27,091,OUTSTATE,1,27091,790200,270917902001,270917902001,1844971122,0.0708,0.0255,0.0094,0.0000,0.0406,0.0000,0.0716,0.0718,0.0136,0.0720,0.0828,0.0540,0.0066,0.0000,0.0066,0.051,0.058,0.0471,0.0000,0.030623306,0.030623306,0.02775,0.003,0.013619339,0.013619339,0.013619339,0.013619339,0.0706577,0.0590598,0.0770,,0.0000,0.0000,,0.0390,0.0000,0.003,0,0.051199755,0.071038561
27,091,OUTSTATE,1,27091,790200,270917902002,270917902002,1844971122,0.1157,0.0232,0.0000,0.0000,0.0690,0.0000,0.1147,0.1176,0.0262,0.1154,0.1603,0.3350,0.0235,0.0000,0.0235,0.091,0.075,0.0420,0.0000,0.027235772,0.027235772,0.03293,0.158,0.026217228,0.026217228,0.026217228,0.026217228,0.115547,0.0940645,0.1389,,0.0000,0.0000,,0.0355,0.0000,0.158,0,0.090083886,0.116129173
27,091,OUTSTATE,1,27091,790200,270917902003,270917902003,1844971122,0.0045,0.0383,0.0049,0.0000,0.0825,0.0000,0.0032,0.0035,0.0243,0.0035,0.0172,0.0023,0.0245,0.0000,0.0245,0.019,0.031,0.0449,0.1000,0.038075881,0.038075881,0.03871,0.000,0.024287822,0.024287822,0.024287822,0.024287822,0.00458714,0.0167399,0.0108,,0.0000,0.0000,,0.0449,0.0000,0.000,0,0.019847337,0.004461031
27,091,OUTSTATE,1,27091,790200,270917902004,270917902004,1844971122,0.0566,0.0297,0.0000,0.0000,0.0154,0.0000,0.0561,0.0561,0.0345,0.0563,0.0598,0.0311,0.0347,0.0000,0.0347,0.111,0.064,0.0484,0.0000,0.032113821,0.032113821,0.03793,0.067,0.034502327,0.034502327,0.034502327,0.034502327,0.0565284,0.0624186,0.0581,,0.0000,0.0000,,0.0445,0.0000,0.067,0,0.108115275,0.05665788
27,091,OUTSTATE,1,27091,790300,270917903001,270917903001,1844971122,0.2082,0.0519,0.0218,0.0000,0.1802,0.0000,0.2101,0.2103,0.1662,0.2102,0.1998,0.2142,0.1342,0.0000,0.1342,0.217,0.261,0.0960,0.0000,0.062601626,0.062601626,0.06795,0.103,0.166155941,0.166155941,0.166155941,0.166155941,0.208087,0.183037,0.2059,,0.0000,0.0000,,0.0791,0.0000,0.103,0,0.220380865,0.208343065
27,091,OUTSTATE,1,27091,790300,270917903002,270917903002,1844971122,0.0103,0.0500,0.0675,0.0000,0.1158,0.0000,0.0084,0.0087,0.0520,0.0086,0.0139,0.0193,0.0642,0.0000,0.0642,0.059,0.050,0.0680,0.0000,0.053116531,0.053116531,0.05669,0.031,0.051980479,0.051980479,0.051980479,0.051980479,0.0104226,0.0296508,0.0108,,0.0000,0.0000,,0.0637,0.0000,0.031,0,0.058449307,0.010111164
27,091,OUTSTATE,1,27091,790400,270917904001,270917904001,1844971122,0.1416,0.0461,0.0000,0.0000,0.0000,0.0000,0.1438,0.1434,0.0414,0.1444,0.1557,0.0516,0.0091,0.0026,0.0091,0.047,0.089,0.0856,0.0000,0.055691057,0.055691057,0.06045,0.365,0.041425491,0.041425491,0.041425491,0.041425491,0.141397,0.120538,0.1485,,0.0000,0.0000,,0.0705,0.0000,0.365,0,0.049988169,0.142035578
27,091,OUTSTATE,1,27091,790400,270917904002,270917904002,1844971122,0.0988,0.0451,0.0000,0.0000,0.0403,0.0000,0.1012,0.1006,0.0561,0.1006,0.0828,0.1007,0.0535,0.0000,0.0535,0.028,0.037,0.0810,0.0000,0.052439024,0.052439024,0.04645,0.048,0.056066281,0.056066281,0.056066281,0.056066281,0.0987556,0.0778418,0.0912,,0.0000,0.0000,,0.0692,0.0000,0.048,0,0.028739718,0.099021208
27,091,OUTSTATE,1,27091,790500,270917905001,270917905001,1844971122,0.0083,0.0561,0.0000,0.0000,0.0739,0.0000,0.0071,0.0072,0.0735,0.0072,0.0086,0.0083,0.0695,0.0000,0.0695,0.032,0.020,0.0570,0.1000,0.043089431,0.043089431,0.05574,0.011,0.073544433,0.073544433,0.073544433,0.073544433,0.00848095,0.0208442,0.0078,,0.0000,0.0000,,0.0737,0.0000,0.011,0,0.031154869,0.007988817
27,091,OUTSTATE,1,27091,790500,270917905002,270917905002,1844971122,0.0003,0.0391,0.0542,0.0000,0.0000,0.0000,0.0000,0.0000,0.0036,0.0000,0.0000,0.0000,0.0038,0.0000,0.0038,0.011,0.006,0.0000,0.1000,0.04403794,0.04403794,0.04365,0.016,0.003631824,0.003631824,0.003631824,0.003631824,0.000324526,0.0041178,0.0000,,0.0000,0.0000,,0.0000,0.0000,0.016,0,0.010783445,0.000294362
27,091,OUTSTATE,1,27091,790500,270917905003,270917905003,1844971122,0.0005,0.0472,0.0000,0.0000,0.0000,0.0250,0.0000,0.0000,0.0141,0.0000,0.0000,0.0000,0.0188,0.0000,0.0188,0.012,0.007,0.0000,0.1000,0.053929539,0.053929539,0.04431,0.000,0.014073317,0.014073317,0.014073317,0.014073317,0.000546915,0.0064689,0.0000,,0.0000,0.0000,,0.0000,0.0000,0.000,0,0.011526566,0.000425077
27,091,OUTSTATE,1,27091,790500,270917905004,270917905004,1844971122,0.0024,0.0478,0.0000,0.0000,0.0000,0.0000,0.0016,0.0018,0.0042,0.0018,0.0076,0.0015,0.0033,0.0000,0.0033,0.019,0.010,0.0651,0.0000,0.058130081,0.058130081,0.05735,0.052,0.004199296,0.004199296,0.004199296,0.004199296,0.00238942,0.0100829,0.0047,,0.0000,0.0000,,0.0532,0.0000,0.052,0,0.018415195,0.002368577
27,091,OUTSTATE,1,27091,790500,270917905005,270917905005,1844971122,0.0027,0.0596,0.0000,0.0000,0.0000,0.0000,0.0018,0.0017,0.0191,0.0017,0.0006,0.0003,0.0191,0.0000,0.0191,0.017,0.009,0.0399,0.1000,0.040514905,0.040514905,0.04228,0.002,0.019067075,0.019067075,0.019067075,0.019067075,0.00270539,0.0139723,0.0013,,0.0000,0.0000,,0.0583,0.0000,0.002,0,0.016585199,0.002587449
27,091,OUTSTATE,1,27091,790500,270917905006,270917905006,1844971122,0.0004,0.0684,0.1629,0.0000,0.0000,0.0000,0.0000,0.0000,0.0308,0.0000,0.0000,0.0000,0.0405,0.0000,0.0405,0.019,0.010,0.0000,0.1000,0.058672087,0.058672087,0.04824,0.000,0.030757008,0.030757008,0.030757008,0.030757008,0.000360249,0.00397001,0.0000,,0.0000,0.0000,,0.0000,0.0000,0.000,0,0.018649864,0.000236098
27,091,OUTSTATE,1,27091,790600,270917906001,270917906001,1844971122,0.0116,0.0765,0.3098,0.0000,0.0353,0.9750,0.0094,0.0099,0.1176,0.0099,0.0499,0.0136,0.1409,0.9948,0.1409,0.069,0.052,0.0279,0.1000,0.021544715,0.021544715,0.03668,0.004,0.117580297,0.117580297,0.117580297,0.117580297,0.0117554,0.0303159,0.0303,,0.0000,0.0000,,0.0985,0.0000,0.004,0,0.068188821,0.011144218
27,091,OUTSTATE,1,27091,790600,270917906002,270917906002,1844971122,0.0046,0.0346,0.0387,0.0000,0.0739,0.0000,0.0032,0.0035,0.0774,0.0035,0.0181,0.0047,0.0885,0.0000,0.0885,0.020,0.011,0.0396,0.1000,0.034281843,0.034281843,0.03776,0.007,0.077403246,0.077403246,0.077403246,0.077403246,0.00472802,0.0168406,0.0110,,0.0000,0.0000,,0.0397,0.0000,0.007,0,0.019064868,0.004282691
27,091,OUTSTATE,1,27091,790600,270917906003,270917906003,1844971122,0.0016,0.0509,0.2091,0.0000,0.0443,0.0000,0.0004,0.0005,0.0766,0.0005,0.0068,0.0005,0.0959,0.0000,0.0959,0.033,0.017,0.0302,0.1000,0.060298103,0.060298103,0.04574,0.000,0.076608784,0.076608784,0.076608784,0.076608784,0.00175999,0.0137036,0.0035,,0.0000,0.0000,,0.0254,0.0000,0.000,0,0.031784285,0.001291951
27,091,OUTSTATE,1,27091,790600,270917906004,270917906004,1844971122,0.0005,0.0636,0.0437,0.0000,0.0420,0.0000,0.0000,0.0000,0.0335,0.0000,0.0000,0.0000,0.0477,0.0000,0.0477,0.014,0.008,0.0000,0.1000,0.072357724,0.072357724,0.05235,0.000,0.033480876,0.033480876,0.033480876,0.033480876,0.000513204,0.00572999,0.0000,,0.0000,0.0000,,0.0000,0.0000,0.000,0,0.013389877,0.00034756
27,093,OUTSTATE,3,27093,560100,270935601001,270935601001,1575174983,0.0761,0.0585,0.0000,0.0000,0.0000,0.0000,0.0703,0.0765,0.0097,0.0734,0.1222,0.1124,0.0050,0.0000,0.0050,0.068,0.103,0.0766,0.0000,0.065217391,0.065217391,0.0702,0.050,0.009686709,0.009686709,0.009686709,0.009686709,0.0758286,0.070597,0.0967,,0.0000,0.0000,,0.0703,0.0000,0.050,0,0.070450064,0.076554271
27,093,OUTSTATE,3,27093,560100,270935601002,270935601002,1575174983,0.0358,0.0383,0.0000,0.0000,0.0000,0.0000,0.0329,0.0356,0.0394,0.0339,0.0734,0.0556,0.0208,0.0000,0.0208,0.051,0.035,0.0503,0.0000,0.043351131,0.043351131,0.04283,0.067,0.039444978,0.039444978,0.039444978,0.039444978,0.0359035,0.039609,0.0546,,0.0000,0.0000,,0.0455,0.0000,0.067,0,0.050181968,0.03577744
