Category SCC,MNRiskS category name,SCC Codes,Subcategories,Surrogate for apportioning,NO2 Frx,Diesel Source,Diesel PM Frx,Source Category,Acronym for Surrogate,2011 Update
A_MISCAGR,area - misc ag/pesticide/fertilizer,2801700005,Ammonium Nitrate,fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,new
A_MISCAGR,area - misc ag/pesticide/fertilizer,2801700006,Ammonium Sulfate,fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,new
A_MISCAGR,area - misc ag/pesticide/fertilizer,2801700007,Ammonium Thiosulfate,fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,new
A_MISCAGR,area - misc ag/pesticide/fertilizer,2801700010,N-P-K (multi-grade nutrient fertilizers),fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,new
A_MISCAGR,area - misc ag/pesticide/fertilizer,2801700011,Calcium Ammonium Nitrate,fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,new
A_MISCAGR,area - misc ag/pesticide/fertilizer,2801700012,Potassium Nitrate,fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,new
A_MISCAGR,area - misc ag/pesticide/fertilizer,2801700013,Diammonium Phosphate,fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,new
A_MISCAGR,area - misc ag/pesticide/fertilizer,2801700014,Monoammonium Phosphate,fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,new
A_MISCAGR,area - misc ag/pesticide/fertilizer,2801700015,Liquid Ammonium Polyphosphate,fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,new
A_MISCAGR,area - misc ag/pesticide/fertilizer,2801700099,Miscellaneous Fertilizers,fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,new
A_MISCAGR,area - misc ag/pesticide/fertilizer,2461850002,"Herbicides, Apples",fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,new
A_MISCAGR,area - misc ag/pesticide/fertilizer,2461850003,"Herbicides, Grapes",fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,new
A_MISCAGR,area - misc ag/pesticide/fertilizer,2461850004,"Herbicides, Potatoes",fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,new
A_MISCAGR,area - misc ag/pesticide/fertilizer,2461850001,"Herbicides, Corn",fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,
A_MISCAGR,area - misc ag/pesticide/fertilizer,2461850005,"Herbicides, Soy Beans",fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,
A_MISCAGR,area - misc ag/pesticide/fertilizer,2461850006,"Herbicides, Hay & Grains",fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,
A_MISCAGR,area - misc ag/pesticide/fertilizer,2461850009,"Herbicides, Not Elsewhere Classified",fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,
A_MISCAGR,area - misc ag/pesticide/fertilizer,2461850051,"Other Pesticides, Corn",fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,new
A_MISCAGR,area - misc ag/pesticide/fertilizer,2461850052,"Other Pesticides, Apples",fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,new
A_MISCAGR,area - misc ag/pesticide/fertilizer,2461850053,"Other Pesticides, Grapes",fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,new
A_MISCAGR,area - misc ag/pesticide/fertilizer,2461850054,"Other Pesticides, Potatoes",fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,new
A_MISCAGR,area - misc ag/pesticide/fertilizer,2461850055,"Other Pesticides, Soy Beans",fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,new
A_MISCAGR,area - misc ag/pesticide/fertilizer,2461850056,"Other Pesticides, Hay & Grains",fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,new
A_MISCAGR,area - misc ag/pesticide/fertilizer,2461850099,"Other Pesticides, Not Elsewhere Classified",fraction of land in land use category 82 (crop production),0.75,FALSE,1,Area,frx_ag,new
A_MISCCOMM,area - misc non-industrial: consumer & commercial,2460600000,Commercial: Adhesives and Sealants,"LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,frx_med_hi_devel,new
A_MISCCOMM,area - misc non-industrial: consumer & commercial,2460500000,Coatings and Related Products,"LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,frx_med_hi_devel,new
A_MISCCOMM,area - misc non-industrial: consumer & commercial,2862000000,"Swimming Pools - Total (Commercial, Residential, Public)","LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,frx_med_hi_devel,
A_MISCCOMM,area - misc non-industrial: consumer & commercial,2415000000,degreasing - All Processes/All Industries,"LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,frx_med_hi_devel,move from A_MISCPOP
A_MISCCOMM,area - misc non-industrial: consumer & commercial,2861000000,fluorescent lamp breakage - Non-recycling Related Emissions,"LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,frx_med_hi_devel,move from A_MISCPOP
A_MISCCOMM,area - misc non-industrial: consumer & commercial,2425000000,graphic arts - All Processes - Total: All Solvent Types,"LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,frx_med_hi_devel,move from A_MISCPOP
A_MISCCOMM,area - misc non-industrial: consumer & commercial,2851001000,laboratories - Total,"LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,frx_med_hi_devel,move from A_MISCPOP
A_MISCCOMM,area - misc non-industrial: consumer & commercial,2461900000,misc non-industrial: commercial - Miscellaneous Products: NEC - Total: All Solvent Types,"LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,frx_med_hi_devel,move from A_MISCPOP
A_MISCCOMM,area - misc non-industrial: consumer & commercial,2460900000,Miscellaneous Products (Not Otherwise Covered),"LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,frx_med_hi_devel,
A_MISCCOMM,area - misc non-industrial: consumer & commercial,-2420000000,No Perchloroethylene,"LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,frx_med_hi_devel,new -not used- Total VOCs only
A_MISCCOMM,area - misc non-industrial: consumer & commercial,2311020000,Construction: SIC 15 - 17 - Industrial/Commercial/Institutional,"LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,frx_med_hi_devel,move from A_MISCPOP
A_MISCCOMM,area - misc non-industrial: consumer & commercial,2810030000,Structure Fires,"LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,frx_med_hi_devel,new
A_DWELLINGS,area - misc non-industrial: consumer & commercial,2460100000,All Personal Care Products,Households,0.75,FALSE,1,Area,frx_HH,move from A_MISCPOP
A_DWELLINGS,area - misc non-industrial: consumer & commercial,2460190000,Personal Care Products: Miscellaneous Personal Care,Households,0.75,FALSE,1,Area,frx_HH,move from A_MISCPOP
A_DWELLINGS,area - misc non-industrial: consumer & commercial,2460200000,All Household Products,Households,0.75,FALSE,1,Area,frx_HH,move from A_MISCPOP
A_DWELLINGS,area - misc non-industrial: consumer & commercial,2460800000,All FIFRA Related Products,Households,0.75,FALSE,1,Area,frx_HH,move from A_MISCPOP
A_DWELLINGS,area - misc non-industrial: consumer & commercial,2311010000,Construction: SIC 15 - 17 - Residential,Households,0.75,FALSE,1,Area,frx_HH,move from A_MISCPOP
A_MISCCAR,area - petroleum & product storage & transport,2460400000,All Automotive Aftermarket Products,fraction of cars owned in BG,0.75,FALSE,1,Area,Frx_Vehicles,move from A_MISCPOP
A_MISCCAR,area - petroleum & product storage & transport,2501011011,Residential Portable Gas Cans - Permeation,fraction of cars owned in BG,0.75,FALSE,1,Area,Frx_Vehicles,move from A_PETRTRAN
A_MISCCAR,area - petroleum & product storage & transport,2501011012,Residential Portable Gas Cans - Evaporation,fraction of cars owned in BG,0.75,FALSE,1,Area,Frx_Vehicles,move from A_PETRTRAN
A_BIOGEN,area - Biogenic - Vegetation & Soil,2701200000,Vegetation,undeveloped land,0.75,FALSE,1,Area,frx_undeveloped,new
A_BIOGEN,area - Biogenic - Vegetation & Soil,2701220000,Vegetation/Agriculture,undeveloped land,0.75,FALSE,1,Area,frx_undeveloped,new
A_OPENBURN,area - open burning - yard & land,2610000100,Yard Waste - Leaf Species Unspecified,land area minus developed land area (same as above),0.75,FALSE,1,Area,frx_undeveloped,
A_OPENBURN,area - open burning - yard & land,2610000400,Yard Waste - Brush Species Unspecified,land area minus developed land area (same as above),0.75,FALSE,1,Area,frx_undeveloped,
A_OPENBURN,area - open burning - yard & land,2610000500,Land Clearing Debris (use 28-10-005-000 for Logging De,land area minus developed land area (same as above),0.75,FALSE,1,Area,frx_undeveloped,
A_OWB,area - residential wood combustion outdoor wood boiler,2104008610,Wood - Hydronic heater: outdoor,"Single family households in undeveloped land (all categories except 21,22,23,24)",0.75,FALSE,1,Area,frx_sfh,single family household in undeveloped surrogate
A_WASTEBRN,area - open burning - household waste,2610030000,Household Waste (use 26-10-000-xxx for Yard Wastes),"Single family households in undeveloped land (all categories except 21,22,23,24)",0.75,FALSE,1,Area,frx_SFHHs_in_undeveloped,single family household in undeveloped surrogate
A_PETRTRAN,area - petroleum & product storage & transport,2501011013,Residential Portable Gas Cans - Spillage During Transport,gas station sales in BG from ReferenceUSA ,0.75,FALSE,1,Area,frx_GasSales,
A_PETRTRAN,area - petroleum & product storage & transport,2501012011,Commercial Portable Gas Cans - Permeation,gas station sales in BG from ReferenceUSA ,0.75,FALSE,1,Area,frx_GasSales,
A_PETRTRAN,area - petroleum & product storage & transport,2501012012,Commercial Portable Gas Cans - Evaporation,gas station sales in BG from ReferenceUSA ,0.75,FALSE,1,Area,frx_GasSales,
A_PETRTRAN,area - petroleum & product storage & transport,2501012013,Commercial Portable Gas Cans - Spillage During Transport,gas station sales in BG from ReferenceUSA ,0.75,FALSE,1,Area,frx_GasSales,
A_PETRTRAN,area - petroleum & product storage & transport,2505030120,Truck - Gasoline - Transport,gas station sales in BG from ReferenceUSA ,0.75,FALSE,1,Area,frx_GasSales,
A_RESIFUEL,area - residential fuel combustion,2104001000,Anthracite Coal,Single family households,0.75,FALSE,1,Area,frx_sfh,single family household surrogate
A_RESIFUEL,area - residential fuel combustion,2104002000,Bituminous/Subbituminous Coal,Single family households,0.75,FALSE,1,Area,frx_sfh,single family household surrogate
A_RESIFUEL,area - residential fuel combustion,2104004000,Distillate Oil,Single family households,0.75,TRUE,1,Area,frx_sfh,single family household surrogate
A_RESIFUEL,area - residential fuel combustion,2104006000,Natural Gas,Single family households,0.75,FALSE,1,Area,frx_sfh,single family household surrogate
A_RESIFUEL,area - residential fuel combustion,2104007000,Liquified Petroleum Gas (LPG),Single family households,0.75,FALSE,1,Area,frx_sfh,single family household surrogate
A_RESIFUEL,area - residential fuel combustion,2104011000,Kerosene,Single family households,0.75,FALSE,1,Area,frx_sfh,single family household surrogate
A_RESIWOOD,area - residential wood combustion indoor,2104008100,Wood - Fireplace: general,Single family households,0.75,FALSE,1,Area,frx_sfh,single family household surrogate
A_RESIWOOD,area - residential wood combustion indoor,2104008210,Wood - Woodstove: fireplace inserts; non-EPA certified,Single family households,0.75,FALSE,1,Area,frx_sfh,single family household surrogate
A_RESIWOOD,area - residential wood combustion indoor,2104008220,Wood - Woodstove: fireplace inserts; EPA certified; non-catal,Single family households,0.75,FALSE,1,Area,frx_sfh,single family household surrogate
A_RESIWOOD,area - residential wood combustion indoor,2104008230,Wood - Woodstove: fireplace inserts; EPA certified; catalytic,Single family households,0.75,FALSE,1,Area,frx_sfh,single family household surrogate
A_RESIWOOD,area - residential wood combustion indoor,2104008310,"Wood - Woodstove: freestanding, non-EPA certified",Single family households,0.75,FALSE,1,Area,frx_sfh,single family household surrogate
A_RESIWOOD,area - residential wood combustion indoor,2104008320,"Wood - Woodstove: freestanding, EPA certified, non-catalytic",Single family households,0.75,FALSE,1,Area,frx_sfh,single family household surrogate
A_RESIWOOD,area - residential wood combustion indoor,2104008330,"Wood - Woodstove: freestanding, EPA certified, catalytic",Single family households,0.75,FALSE,1,Area,frx_sfh,single family household surrogate
A_RESIWOOD,area - residential wood combustion indoor,2104008400,"Wood - Woodstove: pellet-fired, general (freestanding or FP i",Single family households,0.75,FALSE,1,Area,frx_sfh,single family household surrogate
A_RESIWOOD,area - residential wood combustion indoor,2104009000,Firelog - Total: All Combustor Types - indoor/outdoor,Single family households,0.75,FALSE,1,Area,frx_sfh,single family household surrogate
A_RESIWOOD,area - residential wood combustion indoor,2104008510,"Wood - Furnace: Indoor, cordwood-fired, non-EPA certified",Single family households,0.75,FALSE,1,Area,frx_sfh,single family household surrogate
A_RECFIRE,area - residential wood combustion outdoor recreation,2104008700,"Wood - Outdoor wood burning device, NEC (fire-pits, chimeas,etc)",Single family households + campgrounds,0.75,FALSE,1,Area,frx_sfh_camp,single family household + campground surrogate
A_SURFCOAT,area - surface coating,2401001000,Architectural Coatings,"Mixed, Retail, and Other Commercial/Institutional/Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,Frx_Commercial_Industrial_Institutional_in_METRO / Frx_med_hi_development_outstate,
A_SURFCOAT,area - surface coating,2401005000,Auto Refinishing: SIC 7532,"Mixed, Retail, and Other Commercial/Institutional/Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,Frx_Commercial_Industrial_Institutional_in_METRO / Frx_med_hi_development_outstate,
A_SURFCOAT,area - surface coating,2401020000,Wood Furniture: SIC 25,"Mixed, Retail, and Other Commercial/Institutional/Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,Frx_Commercial_Industrial_Institutional_in_METRO / Frx_med_hi_development_outstate,
A_SURFCOAT,area - surface coating,2401025000,Metal Furniture: SIC 25,"Mixed, Retail, and Other Commercial/Institutional/Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,Frx_Commercial_Industrial_Institutional_in_METRO / Frx_med_hi_development_outstate,
A_SURFCOAT,area - surface coating,2401030000,Paper: SIC 26,"Mixed, Retail, and Other Commercial/Institutional/Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,Frx_Commercial_Industrial_Institutional_in_METRO / Frx_med_hi_development_outstate,
A_SURFCOAT,area - surface coating,2401040000,Metal Cans: SIC 341,"Mixed, Retail, and Other Commercial/Institutional/Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,Frx_Commercial_Industrial_Institutional_in_METRO / Frx_med_hi_development_outstate,
A_SURFCOAT,area - surface coating,2401055000,Machinery and Equipment: SIC 35,"Mixed, Retail, and Other Commercial/Institutional/Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,Frx_Commercial_Industrial_Institutional_in_METRO / Frx_med_hi_development_outstate,
A_SURFCOAT,area - surface coating,2401060000,Large Appliances: SIC 363,"Mixed, Retail, and Other Commercial/Institutional/Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,Frx_Commercial_Industrial_Institutional_in_METRO / Frx_med_hi_development_outstate,
A_SURFCOAT,area - surface coating,2401070000,Motor Vehicles: SIC 371,"Mixed, Retail, and Other Commercial/Institutional/Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,Frx_Commercial_Industrial_Institutional_in_METRO / Frx_med_hi_development_outstate,
A_SURFCOAT,area - surface coating,2401065000,Electronic & Other Electrical /Total: All Solvent Types,"Mixed, Retail, and Other Commercial/Institutional/Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,Frx_Commercial_Industrial_Institutional_in_METRO / Frx_med_hi_development_outstate,new
A_SURFCOAT,area - surface coating,2401200000,Other Special Purpose Coatings /Total: All Solvent Types,"Mixed, Retail, and Other Commercial/Institutional/Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,Frx_Commercial_Industrial_Institutional_in_METRO / Frx_med_hi_development_outstate,new
A_SURFCOAT,area - surface coating,2401090000,Miscellaneous Manufacturing,"Mixed, Retail, and Other Commercial/Institutional/Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,Frx_Commercial_Industrial_Institutional_in_METRO / Frx_med_hi_development_outstate,
A_SURFCOAT,area - surface coating,2401100000,Industrial Maintenance Coatings,"Mixed, Retail, and Other Commercial/Institutional/Industrial in metro - outstate LU categories 23,24 (med & high intensity developed)",0.75,FALSE,1,Area,Frx_Commercial_Industrial_Institutional_in_METRO / Frx_med_hi_development_outstate,
A_MINES,area - mining & quarrying,2325000000,Mining &Quarrying,undeveloped land,0.75,FALSE,1,Area,frx_undeveloped,new
A_AGFIRE,Area - Ag Fires,2801500000,Agricultural Field Burning - whole field set on fire,"land in LU categories 71,81,82 (Grassland/herbaceous, Pasture/Hay, Ag)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805001100,Beef cattle - finishing operations on feedlots (drylots) /Confinement,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805001200,Beef cattle - finishing operations on feedlots (drylots) /Manure handling & sto,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805001300,Beef cattle - finishing operations on feedlots (drylots) /Land application of m,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805002000,Beef cattle production composite /Not Elsewhere Classified,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805003100,Beef cattle - finishing operations on pasture/range /Confinement,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805007100,Poultry production - layers with dry manure management systems /Confinement,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805007300,Poultry production - layers with dry manure management systems /Land application,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805009100,Poultry production - broilers /Confinement,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805009200,Poultry production - broilers /Manure handling and storage,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805009300,Poultry production - broilers /Land application of manure,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805010100,Poultry production - turkeys /Confinement,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805010200,Poultry production - turkeys /Manure handling and storage,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805010300,Poultry production - turkeys /Land application of manure,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805018000,Dairy cattle composite /Not Elsewhere Classified,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805019100,Dairy cattle - flush dairy /Confinement,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805019200,Dairy cattle - flush dairy /Manure handling and storage,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805019300,Dairy cattle - flush dairy /Land application of manure,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805021100,Dairy cattle - scrape dairy /Confinement,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805021200,Dairy cattle - scrape dairy /Manure handling and storage,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805021300,Dairy cattle - scrape dairy /Land application of manure,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805022100,Dairy cattle - deep pit dairy /Confinement,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805022200,Dairy cattle - deep pit dairy /Manure handling and storage,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805022300,Dairy cattle - deep pit dairy /Land application of manure,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805023100,Dairy cattle - drylot/pasture dairy /Confinement,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805023200,Dairy cattle - drylot/pasture dairy /Manure handling and storage,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805023300,Dairy cattle - drylot/pasture dairy /Land application of manure,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805030000,"Poultry Waste Emissions /Not Elsewhere Classified (see also 28-05-007, -008, -00","land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805030007,Poultry Waste Emissions /Ducks,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805030008,Poultry Waste Emissions /Geese,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805035000,Horses & Ponies Waste Emissions /Not Elsewhere Classified,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805039100,Swine production - operations with lagoons (unspecified animal age) /Confinement,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805039200,Swine production - operations with lagoons (unspecified animal age) /Manure hand,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805039300,Swine production - operations with lagoons (unspecified animal age) /Land applic,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805040000,Sheep & Lambs Waste Emissions /Total,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805045000,Goats Waste Emissions /Not Elsewhere Classified,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805047100,Swine production - deep-pit house operations (unspecified animal age) /Confineme,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805053100,Swine production - outdoor operations (unspecified animal age) /Confinement,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
A_FEEDLOTS,area- feedlots,2805047300,Swine production - deep-pit house operations (unspecified animal age) /Land appl,"land in ag uses (land use categories 71, 81, 82)",0.75,FALSE,1,Area,frx_grass_pasture,
NR_PLEASUR,nonroad - Pleasure Craft,2282020005,Diesel - Inboard/Sterndrive,"Water surface area, minus Minneapolis and St. Paul lakes.",0.1,TRUE,1,Non-Road,Frx_Boat_Water,subtract Minneapolis and St. Paul lakes from surrogate
NR_PLEASUR,nonroad - Pleasure Craft,2282020010,Diesel - Outboard,"Water surface area, minus Minneapolis and St. Paul lakes.",0.1,TRUE,1,Non-Road,Frx_Boat_Water,subtract Minneapolis and St. Paul lakes from surrogate
NR_PLEASUR,nonroad - Pleasure Craft,2282005010,Gasoline - Outboard 2-stroke,"Water surface area, minus Minneapolis and St. Paul lakes.",0.1,FALSE,1,Non-Road,Frx_Boat_Water,subtract Minneapolis and St. Paul lakes from surrogate
NR_PLEASUR,nonroad - Pleasure Craft,2282005015,Gasoline - Personal Water Craft 2-stroke,"Water surface area, minus Minneapolis and St. Paul lakes.",0.1,FALSE,1,Non-Road,Frx_Boat_Water,subtract Minneapolis and St. Paul lakes from surrogate
NR_PLEASUR,nonroad - Pleasure Craft,2282010005,Gasoline - Inboard/Sterndrive 4-stroke,"Water surface area, minus Minneapolis and St. Paul lakes.",0.1,FALSE,1,Non-Road,Frx_Boat_Water,subtract Minneapolis and St. Paul lakes from surrogate
NR_AGEQUIP,nonroad - Agricultural Equipment,2260005035,Sprayers - Gasoline - 2 stroke,"land in ag uses (land use categories 71, 81, 82)",0.1,FALSE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2265005010,2-Wheel Tractors - Gasoline,"land in ag uses (land use categories 71, 81, 82)",0.1,FALSE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2265005015,Agricultural Tractors - Gasoline,"land in ag uses (land use categories 71, 81, 82)",0.1,FALSE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2265005020,Combines - Gasoline,"land in ag uses (land use categories 71, 81, 82)",0.1,FALSE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2265005025,Balers - Gasoline,"land in ag uses (land use categories 71, 81, 82)",0.1,FALSE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2265005030,Agricultural Mowers - Gasoline,"land in ag uses (land use categories 71, 81, 82)",0.1,FALSE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2265005035,Sprayers - Gasoline,"land in ag uses (land use categories 71, 81, 82)",0.1,FALSE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2265005040,Tillers : 6 HP - Gasoline,"land in ag uses (land use categories 71, 81, 82)",0.1,FALSE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2265005045,Swathers - Gasoline,"land in ag uses (land use categories 71, 81, 82)",0.1,FALSE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2265005055,Other Agricultural Equipment - Gasoline,"land in ag uses (land use categories 71, 81, 82)",0.1,FALSE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2265005060,Irrigation Sets - Gasoline,"land in ag uses (land use categories 71, 81, 82)",0.1,FALSE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2267005055,Other Agricultural Equipment - LPG,"land in ag uses (land use categories 71, 81, 82)",0.1,FALSE,1,Non-Road,frx_grass_pasture,
